"Timestamp","EX2_FAN_IN_RH_ITL","EX2_FAN_OUT_RH_ITL","FA2_FAN_IN_RH_ITL","FA2_FAN_OUT_RH_ITL"
"21-03-2018 12:19:00","53.39","44.51","44.59","51.79"
"21-03-2018 12:18:00","53.65","44.79","45.09","52.14"
"21-03-2018 12:17:00","53.92","45.06","45.51","52.20"
"21-03-2018 12:16:00","54.16","45.27","46.16","52.17"
"21-03-2018 12:15:00","54.30","45.44","46.43","52.23"
"21-03-2018 12:14:00","54.48","45.51","46.80","52.02"
"21-03-2018 12:13:00","54.66","45.51","46.73","51.88"
"21-03-2018 12:12:00","54.72","45.45","46.70","51.61"
"21-03-2018 12:11:00","54.87","45.45","46.46","51.27"
"21-03-2018 12:10:00","54.84","45.36","46.26","51.01"
"21-03-2018 12:09:00","54.23","45.06","46.12","51.08"
"21-03-2018 12:08:00","53.67","44.96","46.62","52.28"
"21-03-2018 12:07:00","53.67","44.98","46.38","52.69"
"21-03-2018 12:06:00","53.69","45.02","46.59","52.85"
"21-03-2018 12:05:00","53.46","44.97","47.00","52.85"
"21-03-2018 12:04:00","53.37","45.00","47.14","53.05"
"21-03-2018 12:03:00","53.36","45.03","47.22","53.17"
"21-03-2018 12:02:00","53.33","45.09","47.28","53.35"
"21-03-2018 12:01:00","53.36","45.18","47.32","53.53"
"21-03-2018 12:00:00","53.83","45.55","47.35","53.65"
"21-03-2018 11:59:00","54.24","45.91","47.28","53.80"
"21-03-2018 11:58:00","54.74","46.38","47.28","54.01"
"21-03-2018 11:57:00","55.09","46.52","47.46","53.95"
"21-03-2018 11:56:00","55.24","46.69","47.66","53.95"
"21-03-2018 11:55:00","55.42","46.86","47.80","54.13"
"21-03-2018 11:54:00","55.59","47.00","47.87","54.13"
"21-03-2018 11:53:00","55.83","47.17","48.04","54.13"
"21-03-2018 11:52:00","56.00","47.27","48.15","53.98"
"21-03-2018 11:51:00","56.36","47.58","48.13","54.30"
"21-03-2018 11:50:00","56.53","47.75","48.52","54.36"
"21-03-2018 11:49:00","56.80","47.86","48.95","54.16"
"21-03-2018 11:48:00","56.80","47.76","48.86","53.89"
"21-03-2018 11:47:00","56.85","47.83","49.09","53.74"
"21-03-2018 11:46:00","57.06","47.80","49.56","53.23"
"21-03-2018 11:45:00","56.39","47.34","49.43","52.90"
"21-03-2018 11:44:00","55.78","47.20","49.40","54.45"
"21-03-2018 11:43:00","55.62","47.10","49.50","54.42"
"21-03-2018 11:42:00","55.30","46.93","49.17","54.59"
"21-03-2018 11:41:00","55.13","46.89","49.40","54.83"
"21-03-2018 11:40:00","54.90","46.78","49.40","54.95"
"21-03-2018 11:39:00","54.68","46.65","49.44","55.22"
"21-03-2018 11:38:00","54.54","46.57","49.34","55.28"
"21-03-2018 11:37:00","54.39","46.54","49.27","55.40"
"21-03-2018 11:36:00","54.39","46.70","49.24","55.84"
"21-03-2018 11:35:00","54.83","46.99","49.27","55.73"
"21-03-2018 11:34:00","55.09","47.19","49.17","55.76"
"21-03-2018 11:33:00","55.68","47.60","49.17","55.90"
"21-03-2018 11:32:00","55.77","47.77","49.68","55.90"
"21-03-2018 11:31:00","55.88","47.81","49.78","55.81"
"21-03-2018 11:30:00","55.94","48.02","49.89","56.05"
"21-03-2018 11:29:00","56.03","47.99","49.88","55.67"
"21-03-2018 11:28:00","56.09","48.05","49.88","55.94"
"21-03-2018 11:27:00","56.39","48.26","50.08","56.05"
"21-03-2018 11:26:00","56.56","48.44","50.23","56.05"
"21-03-2018 11:25:00","56.71","48.44","50.29","55.64"
"21-03-2018 11:24:00","56.62","48.31","50.40","55.43"
"21-03-2018 11:23:00","56.27","48.08","50.26","55.23"
"21-03-2018 11:22:00","56.50","48.13","50.33","55.20"
"21-03-2018 11:21:00","56.03","47.73","50.26","54.72"
"21-03-2018 11:20:00","54.98","47.63","50.29","57.35"
"21-03-2018 11:19:00","54.46","47.49","50.17","57.97"
"21-03-2018 11:18:00","53.11","46.99","50.64","58.48"
"21-03-2018 11:17:00","53.11","45.22","50.53","0.00"
"21-03-2018 11:16:00","59.02","49.82","50.64","57.44"
"21-03-2018 11:15:00","53.97","45.22","50.41","52.64"
"21-03-2018 11:14:00","53.59","44.56","49.94","52.37"
"21-03-2018 11:13:00","53.40","44.45","49.87","52.40"
"21-03-2018 11:12:00","53.39","44.48","49.73","52.55"
"21-03-2018 11:11:00","53.60","44.80","49.69","53.31"
"21-03-2018 11:10:00","53.80","45.09","49.69","53.31"
"21-03-2018 11:09:00","54.36","45.64","49.66","53.99"
"21-03-2018 11:08:00","54.54","45.81","49.73","54.13"
"21-03-2018 11:07:00","54.68","45.92","49.63","54.35"
"21-03-2018 11:06:00","54.92","46.12","49.80","54.55"
"21-03-2018 11:05:00","55.07","46.38","49.98","54.73"
"21-03-2018 11:04:00","55.42","46.58","49.98","0.00"
"21-03-2018 11:03:00","55.71","46.86","50.19","55.17"
"21-03-2018 11:02:00","56.10","47.07","50.12","55.35"
"21-03-2018 11:01:00","56.65","47.28","50.05","55.55"
"21-03-2018 11:00:00","56.10","46.49","49.92","54.71"
"21-03-2018 10:59:00","55.66","46.31","50.05","54.41"
"21-03-2018 10:58:00","55.74","46.31","49.92","54.50"
"21-03-2018 10:57:00","55.74","46.18","49.75","54.26"
"21-03-2018 10:56:00","55.63","46.22","50.05","54.26"
"21-03-2018 10:55:00","55.55","46.22","50.34","54.20"
"21-03-2018 10:54:00","55.42","46.08","50.16","54.15"
"21-03-2018 10:53:00","55.39","46.01","50.10","54.09"
"21-03-2018 10:52:00","55.28","45.97","50.09","54.35"
"21-03-2018 10:51:00","55.49","46.11","50.12","54.35"
"21-03-2018 10:50:00","55.28","45.99","50.19","54.03"
"21-03-2018 10:49:00","55.22","45.86","49.95","54.00"
"21-03-2018 10:48:00","55.22","45.86","49.92","54.03"
"21-03-2018 10:47:00","55.13","45.85","50.05","54.00"
"21-03-2018 10:46:00","55.10","45.82","50.16","53.94"
"21-03-2018 10:45:00","54.96","45.79","50.30","53.88"
"21-03-2018 10:44:00","54.90","45.71","50.34","53.70"
"21-03-2018 10:43:00","54.78","45.61","50.40","53.70"
"21-03-2018 10:42:00","53.87","45.37","50.27","53.40"
"21-03-2018 10:41:00","53.87","45.20","50.23","53.32"
"21-03-2018 10:40:00","53.87","44.99","50.47","52.99"
"21-03-2018 10:39:00","53.57","44.81","50.53","52.75"
"21-03-2018 10:38:00","53.31","44.61","50.63","52.51"
"21-03-2018 10:37:00","53.01","44.47","50.77","52.36"
"21-03-2018 10:36:00","52.86","44.28","50.77","52.24"
"21-03-2018 10:35:00","52.65","44.28","50.91","52.18"
"21-03-2018 10:34:00","52.47","44.17","51.01","51.99"
"21-03-2018 10:33:00","52.61","44.35","51.08","52.23"
"21-03-2018 10:32:00","52.87","44.60","51.08","52.64"
"21-03-2018 10:31:00","53.69","45.22","51.36","53.62"
"21-03-2018 10:30:00","54.86","45.73","51.43","55.07"
"21-03-2018 10:29:00","52.84","43.51","51.66","54.38"
"21-03-2018 10:28:00","51.18","41.77","51.69","54.71"
"21-03-2018 10:27:00","51.18","41.57","51.75","54.71"
"21-03-2018 10:26:00","51.19","41.45","51.86","54.80"
"21-03-2018 10:25:00","51.19","41.50","51.83","54.83"
"21-03-2018 10:24:00","51.22","41.72","51.89","54.85"
"21-03-2018 10:23:00","51.22","41.72","51.83","54.91"
"21-03-2018 10:22:00","51.26","41.64","51.89","54.91"
"21-03-2018 10:21:00","51.26","41.59","51.92","54.97"
"21-03-2018 10:20:00","51.29","41.69","52.01","55.04"
"21-03-2018 10:19:00","51.33","41.64","51.95","55.04"
"21-03-2018 10:18:00","51.36","41.59","52.07","55.04"
"21-03-2018 10:17:00","51.33","41.77","52.16","55.04"
"21-03-2018 10:16:00","51.36","42.07","52.07","55.07"
"21-03-2018 10:15:00","51.36","42.31","52.16","55.00"
"21-03-2018 10:14:00","51.36","42.18","52.14","55.00"
"21-03-2018 10:13:00","51.43","42.00","52.19","55.00"
"21-03-2018 10:12:00","51.46","41.87","52.19","55.10"
"21-03-2018 10:11:00","51.53","41.87","52.25","55.18"
"21-03-2018 10:10:00","51.53","42.00","52.25","55.24"
"21-03-2018 10:09:00","51.56","42.00","52.31","55.30"
"21-03-2018 10:08:00","51.58","42.07","52.34","55.30"
"21-03-2018 10:07:00","51.58","42.04","52.34","55.27"
"21-03-2018 10:06:00","51.61","42.14","52.43","55.30"
"21-03-2018 10:05:00","51.64","42.26","52.46","55.33"
"21-03-2018 10:04:00","51.67","42.19","52.49","55.39"
"21-03-2018 10:03:00","51.67","42.16","52.55","55.39"
"21-03-2018 10:02:00","51.70","42.19","52.58","55.45"
"21-03-2018 10:01:00","51.70","42.19","52.58","55.51"
"21-03-2018 10:00:00","51.70","42.39","52.58","55.54"
"21-03-2018 09:59:00","51.73","42.52","52.61","55.57"
"21-03-2018 09:58:00","51.79","42.56","52.70","55.68"
"21-03-2018 09:57:00","51.82","42.52","52.73","55.68"
"21-03-2018 09:56:00","51.85","42.42","52.75","55.71"
"21-03-2018 09:55:00","51.85","42.54","52.78","55.66"
"21-03-2018 09:54:00","51.85","42.81","52.82","55.68"
"21-03-2018 09:53:00","51.88","42.91","52.85","55.74"
"21-03-2018 09:52:00","51.88","43.05","52.91","55.87"
"21-03-2018 09:51:00","51.91","43.13","52.94","55.87"
"21-03-2018 09:50:00","51.91","43.13","52.97","55.84"
"21-03-2018 09:49:00","51.94","43.06","53.00","55.96"
"21-03-2018 09:48:00","51.94","43.16","53.06","56.01"
"21-03-2018 09:47:00","52.00","43.36","53.08","56.07"
"21-03-2018 09:46:00","52.00","43.41","53.11","56.10"
"21-03-2018 09:45:00","52.00","43.58","53.14","56.23"
"21-03-2018 09:44:00","52.00","43.67","53.17","56.34"
"21-03-2018 09:43:00","52.03","43.68","53.20","56.43"
"21-03-2018 09:42:00","52.03","43.82","53.23","56.49"
"21-03-2018 09:41:00","52.06","43.82","53.27","56.52"
"21-03-2018 09:40:00","52.06","43.96","53.30","56.64"
"21-03-2018 09:39:00","52.06","44.13","53.33","56.70"
"21-03-2018 09:38:00","52.06","44.17","53.33","56.76"
"21-03-2018 09:37:00","52.09","44.34","53.36","56.81"
"21-03-2018 09:36:00","52.11","44.41","53.39","56.87"
"21-03-2018 09:35:00","52.11","44.35","53.42","56.93"
"21-03-2018 09:34:00","52.14","44.35","53.44","57.00"
"21-03-2018 09:33:00","52.14","44.35","53.47","57.11"
"21-03-2018 09:32:00","52.14","44.42","53.50","57.39"
"21-03-2018 09:31:00","52.17","44.65","53.53","57.14"
"21-03-2018 09:30:00","52.17","44.76","53.56","57.26"
"21-03-2018 09:29:00","52.24","44.72","53.59","57.32"
"21-03-2018 09:28:00","52.24","44.66","53.62","57.41"
"21-03-2018 09:27:00","52.27","44.70","53.65","57.50"
"21-03-2018 09:26:00","52.30","44.76","53.68","57.56"
"21-03-2018 09:25:00","52.33","44.76","53.71","57.86"
"21-03-2018 09:24:00","52.33","44.80","53.74","57.89"
"21-03-2018 09:23:00","52.30","44.83","53.74","57.71"
"21-03-2018 09:22:00","52.27","44.94","53.77","57.83"
"21-03-2018 09:21:00","52.30","45.08","53.80","57.77"
"21-03-2018 09:20:00","52.27","45.01","53.83","57.89"
"21-03-2018 09:19:00","52.30","45.01","53.86","57.98"
"21-03-2018 09:18:00","52.33","45.01","53.89","58.09"
"21-03-2018 09:17:00","52.36","45.25","53.92","58.19"
"21-03-2018 09:16:00","52.36","45.58","53.97","58.25"
"21-03-2018 09:15:00","52.36","45.77","54.01","58.36"
"21-03-2018 09:14:00","52.39","45.83","54.07","58.57"
"21-03-2018 09:13:00","52.48","45.77","54.10","58.84"
"21-03-2018 09:12:00","52.54","45.64","54.13","59.05"
"21-03-2018 09:11:00","52.62","45.67","54.19","59.32"
"21-03-2018 09:10:00","52.65","45.73","54.22","59.55"
"21-03-2018 09:09:00","52.75","45.80","54.28","59.73"
"21-03-2018 09:08:00","52.80","45.90","54.31","59.96"
"21-03-2018 09:07:00","52.89","45.98","54.36","60.18"
"21-03-2018 09:06:00","53.01","46.05","54.39","60.47"
"21-03-2018 09:05:00","53.19","46.12","54.46","60.77"
"21-03-2018 09:04:00","53.34","46.22","54.49","61.13"
"21-03-2018 09:03:00","53.55","46.25","54.49","61.45"
"21-03-2018 09:02:00","53.61","46.30","54.52","61.60"
"21-03-2018 09:01:00","53.63","46.33","54.49","61.90"
"21-03-2018 09:00:00","53.66","46.33","54.46","61.96"
"21-03-2018 08:59:00","53.63","46.30","54.39","62.02"
"21-03-2018 08:58:00","53.75","46.26","54.34","61.86"
"21-03-2018 08:57:00","53.75","46.19","54.34","62.05"
"21-03-2018 08:56:00","53.63","46.16","54.36","62.46"
"21-03-2018 08:55:00","53.72","46.19","54.36","63.29"
"21-03-2018 08:54:00","53.78","46.16","54.39","63.35"
"21-03-2018 08:53:00","53.81","46.09","54.39","63.27"
"21-03-2018 08:52:00","53.78","46.02","54.39","63.08"
"21-03-2018 08:51:00","53.75","45.96","54.42","63.05"
"21-03-2018 08:50:00","53.78","45.96","54.42","62.94"
"21-03-2018 08:49:00","53.66","45.93","54.46","62.88"
"21-03-2018 08:48:00","53.72","45.96","54.49","62.85"
"21-03-2018 08:47:00","53.69","46.02","54.52","62.76"
"21-03-2018 08:46:00","53.72","46.09","54.55","62.73"
"21-03-2018 08:45:00","53.84","46.13","54.60","62.70"
"21-03-2018 08:44:00","53.88","46.16","54.63","62.67"
"21-03-2018 08:43:00","53.75","46.19","54.66","62.64"
"21-03-2018 08:42:00","53.72","46.16","54.72","62.58"
"21-03-2018 08:41:00","53.66","46.13","54.75","62.52"
"21-03-2018 08:40:00","53.49","46.06","54.78","62.49"
"21-03-2018 08:39:00","53.84","46.02","54.84","62.49"
"21-03-2018 08:38:00","53.63","45.93","54.87","62.37"
"21-03-2018 08:37:00","54.02","45.93","54.90","62.41"
"21-03-2018 08:36:00","53.99","45.90","54.90","62.28"
"21-03-2018 08:35:00","53.99","45.90","54.90","62.19"
"21-03-2018 08:34:00","53.99","45.90","54.87","62.11"
"21-03-2018 08:33:00","53.93","45.90","54.87","62.02"
"21-03-2018 08:32:00","53.88","45.90","54.93","61.92"
"21-03-2018 08:31:00","53.72","45.93","54.96","61.86"
"21-03-2018 08:30:00","53.75","45.90","54.99","61.83"
"21-03-2018 08:29:00","53.93","45.86","55.02","61.86"
"21-03-2018 08:28:00","53.96","45.79","55.02","61.81"
"21-03-2018 08:27:00","53.93","45.72","55.05","61.75"
"21-03-2018 08:26:00","53.93","45.72","55.08","61.72"
"21-03-2018 08:25:00","53.93","45.72","55.08","61.66"
"21-03-2018 08:24:00","53.93","45.76","55.11","61.63"
"21-03-2018 08:23:00","53.78","45.79","55.08","61.57"
"21-03-2018 08:22:00","53.96","45.79","55.11","61.60"
"21-03-2018 08:21:00","53.93","45.79","55.14","61.60"
"21-03-2018 08:20:00","53.78","45.79","55.17","61.57"
"21-03-2018 08:19:00","53.99","45.76","55.23","61.57"
"21-03-2018 08:18:00","53.99","45.69","55.29","61.57"
"21-03-2018 08:17:00","53.81","45.66","55.32","61.51"
"21-03-2018 08:16:00","53.66","45.66","55.38","61.54"
"21-03-2018 08:15:00","53.69","45.69","55.47","61.54"
"21-03-2018 08:14:00","53.99","45.72","55.55","61.57"
"21-03-2018 08:13:00","53.72","45.70","55.65","61.63"
"21-03-2018 08:12:00","54.05","45.63","55.74","61.69"
"21-03-2018 08:11:00","53.78","45.57","55.79","61.63"
"21-03-2018 08:10:00","53.61","45.53","55.85","61.66"
"21-03-2018 08:09:00","53.61","45.53","55.91","61.66"
"21-03-2018 08:08:00","53.88","45.50","56.00","61.75"
"21-03-2018 08:07:00","53.88","45.50","56.06","61.75"
